Q196;43
Q197;5
Q198;2
Q199;1
Q200;7
Q201;2
Q202;2
Q203;2
Q204;1
Q205;1
Q206;3
Q207;3
Q208;0
Q209;0
Q210;1
Q211;7
Q212;6
Q213;3
Q214;2
Q215;1
Q216;4
Q217;6
Q218;23
Q219;10
Q220;2
Q221;6
Q222;7
Q223;3
Q224;4
Q225;3
Q226;1
Q227;6
Q228;6
Q229;6
Q230;4
Q231;0
Q232;13
Q233;4
Q234;0
Q235;5
Q236;2
Q237;2
Q238;3
Q239;1
Q240;0
Q241;11
Q242;3
Q243;1
Q244;2
Q245;0
Q246;0
Q247;0
Q248;1
Q249;0
Q250;1
Q251;4
Q252;22
Q253;0
Q254;39
Q255;10
Q256;4
Q257;0
Q258;11
Q260;2
Q261;0
Q262;7
Q263;0
Q264;3
Q265;1
Q266;0
Q267;0
Q268;0
Q269;0
Q270;11
Q271;2
Q272;2
Q273;1
Q274;1
Q275;0
Q276;16
Q277;0
Q278;0
Q279;0
Q280;0
Q281;1
Q282;0
Q283;4
Q284;0
Q285;1
Q286;0
Q287;1
Q288;2
Q289;2
Q290;0
Q291;0
Q293;0
Q294;1
Q296;3
Q297;4
Q298;18
Q299;0
Q300;0
Q301;1
Q302;8
Q303;7
Q305;2
Q306;10
Q307;0
Q308;2
Q309;3
Q311;1
Q312;6
Q313;5
Q314;1
Q315;0
Q316;3
Q317;0
Q318;3
Q319;4
Q320;3
Q321;11
Q322;0
Q323;2
Q324;0
Q325;0
Q326;7
Q327;2
Q328;3
Q329;5
Q330;3
Q331;1
Q332;1
Q333;3
Q334;5
Q335;2
Q336;4
Q337;1
Q338;0
Q339;5
Q340;2
Q341;0
Q342;1
Q343;2
Q344;0
Q345;1
Q346;1
Q347;3
Q348;1
Q349;2
Q350;1
Q351;0
Q352;3
Q353;0
Q354;1
Q355;7
Q356;1
Q357;0
Q358;0
Q359;0
Q360;5
Q361;12
Q362;3
Q363;0
Q364;3
Q365;3
Q366;2
Q367;0
Q368;1
Q369;0
Q370;0
Q371;2
Q372;0
Q373;0
Q374;0
Q375;0
Q376;17
Q377;3
Q378;2
Q379;2
Q380;9
Q381;2
Q384;0
Q385;0
Q386;1
Q387;1
Q388;3
Q389;0
Q390;20
Q391;0
Q392;3
Q393;2
Q394;1
Q395;1
Q396;0
Q397;9
Q398;2
Q399;4
Q400;4
Q401;0
Q402;4
Q403;8
Q405;2
Q406;8
Q407;4
Q408;5
Q409;4
Q410;5
Q411;0
Q412;0
Q413;6
Q414;7
Q415;0
Q416;1
Q418;0
Q419;4
Q420;2
Q421;0
Q422;0
Q423;5
Q424;2
Q425;1
Q426;1
Q427;1
Q428;2
Q429;0
Q430;4
Q431;0
Q432;7
Q433;0
Q434;0
Q435;0
Q436;0
Q437;0
Q438;1
Q439;0
Q440;9
Q441;0
Q442;2
Q443;1
Q444;1
Q445;1
Q446;2
Q447;1
Q448;2
Q449;1
Q450;5
Q451;0
Q452;0
Q453;5
Q454;1
Q455;0
Q456;1
Q457;0
Q458;45
Q459;0
Q460;1
Q461;4
Q462;2
Q463;0
Q464;3
Q465;1
Q466;1
Q467;16
Q468;0
Q469;0
Q470;0
Q471;0
Q472;1
Q473;2
Q474;0
Q475;2
Q476;1
Q478;0
Q480;9
Q481;0
Q482;18
Q483;0
Q484;0
Q485;0
Q486;4
Q487;0
Q488;0
Q489;2
Q490;2
Q491;3
Q492;1
Q493;2
Q494;4
Q495;2
Q496;2
Q497;3
Q498;2
Q499;4
Q500;81
Q501;6
Q502;3
Q503;20
Q504;1
Q505;1
Q506;4
Q507;0
Q508;0
Q509;1
Q510;0
Q511;0
Q512;4
Q513;3
Q514;2
Q515;5
Q516;0
Q517;10
Q518;4
Q519;4
Q520;1
Q521;0
Q522;2
Q523;4
Q524;1
Q525;2
Q526;4
Q527;3
Q528;0
Q529;4
Q530;2
Q531;0
Q532;6
Q533;4
Q534;0
Q535;8
Q536;5
Q537;1
Q538;4
Q539;1
Q540;1
Q541;0
Q542;2
Q543;2
Q544;4
Q545;2
Q546;0
Q547;0
Q548;0
Q549;5
Q550;1
Q552;2
Q553;0
Q554;1
Q555;1
Q556;7
Q557;1
Q558;1
Q559;1
Q560;3
Q561;0
Q562;1
Q563;2
Q564;1
Q565;3
Q566;0
Q567;13
Q568;3
Q569;4
Q570;1
Q571;2
Q573;1
Q574;2
Q575;3
Q576;0
Q577;1
Q578;0
Q579;4
Q580;3
Q581;1
Q582;0
Q583;2
Q584;2
Q585;0
Q586;2
Q587;1
Q588;4
Q589;3
Q590;3
Q591;1
Q592;1
Q593;0
Q594;1
Q595;12
Q596;2
Q597;0
Q598;0
Q599;1
Q600;11
Q601;3
Q602;0
Q603;1
Q604;0
Q605;1
Q606;8
Q607;5
Q608;2
Q609;1
Q610;1
Q611;1
Q612;177
Q613;213
Q614;0
Q615;2
Q616;1
Q617;0
Q618;7
Q619;11
Q621;2
Q622;2
Q623;8
Q624;1
Q625;1
Q626;1
Q627;7
Q628;1
Q629;5
Q630;0
Q631;3
Q632;4
Q633;2
Q634;0
Q635;0
Q636;1
Q638;2
Q639;2
Q641;1
Q642;2
Q643;0
Q644;1
Q645;0
Q646;1
Q647;2
Q648;0
Q649;4
Q650;7
Q651;1
Q652;6
Q653;1
Q654;4
Q655;0
Q656;3
Q657;5
Q658;7
Q659;0
Q660;5
Q661;1
Q662;4
Q663;6
Q664;7
Q665;0
Q666;1
Q667;0
Q668;12
Q670;8
Q671;3
Q672;6
Q673;0
Q674;4
Q675;3
Q676;0
Q677;3
Q678;2
Q679;1
Q680;3
Q681;0
Q682;6
Q683;2
Q684;0
Q685;4
Q686;2
Q687;13
Q688;8
Q689;1
Q690;1
Q691;3
Q692;14
Q693;2
Q694;3
Q695;8
Q696;6
Q697;3
Q698;5
Q699;0
Q700;1
Q701;2
Q702;4
Q703;3
Q704;3
Q705;1
Q706;4
Q707;1
Q708;3
Q709;2
Q710;2
Q711;7
Q712;2
Q713;5
Q714;3
Q715;1
Q716;3
Q717;5
Q718;4
Q719;1
Q720;9
Q721;0
Q722;3
Q723;2
Q724;0
Q725;4
Q726;6
Q727;0
Q728;1
Q729;3
Q730;4
Q731;5
Q732;1
Q733;3
Q734;2
Q735;6
Q736;2
Q737;1
Q738;0
Q739;7
Q740;5
Q741;1
Q742;3
Q743;7
Q744;5
Q745;1
Q746;0
Q747;1
Q748;9
Q749;1
Q750;4
Q751;2
Q752;3
Q753;9
Q754;3
Q755;4
Q756;3
Q757;7
Q758;5
Q759;0
Q760;3
Q761;3
Q762;13
Q763;3
Q764;3
Q765;0
Q766;5
Q767;0
Q768;4
Q769;4
Q770;1
Q771;2
Q772;1
Q773;1
Q774;8
Q775;1
Q776;1
Q777;24
Q778;2
Q779;0
Q780;0
Q781;2
Q782;0
Q783;4
Q784;5
Q785;2
Q786;6
Q787;40
Q788;3
Q790;2
Q791;0
Q792;4
Q793;0
Q794;4
Q795;5
Q796;4
Q797;3
Q798;0
Q799;0
Q800;7
Q801;10
Q802;1
Q803;6
Q804;5
Q805;4
Q806;0
Q807;2
Q808;1
Q809;3
Q810;2
Q811;3
Q812;2
Q813;4
Q814;0
Q815;0
Q816;0
Q817;1
Q818;0
Q819;4
Q820;0
Q821;0
Q822;3
Q823;0
Q824;1
Q825;1
Q826;4
Q827;0
Q828;0
Q829;0
Q830;79
Q831;1
Q832;0
Q833;3
Q834;0
Q835;0
Q836;2
Q837;8
Q838;5
Q839;0
Q841;0
Q842;3
Q843;6
Q844;0
Q845;0
Q846;2
Q847;2
Q848;0
Q849;4
Q850;1
Q851;5
Q852;0
Q853;4
Q854;2
Q855;32
Q856;0
Q857;1
Q858;3
Q859;7
Q860;1
Q861;8
Q862;2
Q863;1
Q864;3
Q865;8
Q866;12
Q867;5
Q868;4
Q869;8
Q870;0
Q871;12
Q872;7
Q873;24
Q874;1
Q875;1
Q876;4
Q877;3
Q878;3
Q879;7
Q880;3
Q881;14
Q882;4
Q883;1
Q884;4
Q885;1
Q886;2
Q887;2
Q888;7
Q889;6
Q890;0
Q891;3
Q892;4
Q893;3
Q894;1
Q895;5
Q896;2
Q897;8
Q898;0
Q899;0
Q900;2
Q901;7
Q902;7
Q903;1
Q904;0
Q905;11
Q906;1
Q907;0
Q908;4
Q909;6
Q910;0
Q911;0
Q912;4
Q913;0
Q914;1
Q915;0
Q916;2
Q917;3
Q918;4
Q919;0
Q920;7
Q921;3
Q922;5
Q923;4
Q924;6
Q925;5
Q926;4
Q927;6
Q928;7
Q929;5
Q930;0
Q931;0
Q932;1
Q933;2
Q934;2
Q935;1
Q936;0
Q937;9
Q938;9
Q939;0
Q940;2
Q941;6
Q942;5
Q943;2
Q944;0
Q945;2
Q946;6
Q948;5
Q949;4
Q950;0
Q951;0
Q952;0
Q953;5
Q954;5
Q955;1
Q956;0
Q957;0
Q958;2
Q959;1
Q960;0
Q961;0
Q962;4
Q963;4
Q964;0
Q965;2
Q966;2
Q967;10
Q968;5
Q969;1
Q970;4
Q971;5
Q972;1
Q973;0
Q974;16
Q975;9
Q976;0
Q977;6
Q978;0
Q979;2
Q980;16
Q981;0
Q982;0
Q983;6
Q984;1
Q985;4
Q986;3
Q987;1
Q988;1
Q989;8
Q990;1
Q991;16
Q992;0
Q993;2
Q994;2
Q995;1
Q996;0
Q997;2
Q998;2
Q999;7
Q1000;6
Q1001;0
Q1002;4
Q1003;0
Q1004;0
Q1005;4
Q1006;4
Q1007;4
Q1008;13
Q1009;7
Q1010;3
Q1011;6
Q1012;6
Q1013;6
Q1014;4
Q1015;4
Q1016;8
Q1017;2
Q1018;2
Q1019;5
Q1020;9
Q1021;2
Q1022;2
Q1023;0
Q1024;3
Q1025;3
Q1026;0
Q1027;9
Q1028;11
Q1029;7
Q1030;5
Q1031;5
Q1032;7
Q1033;6
Q1034;0
Q1035;4
Q1036;5
Q1037;5
Q1038;4
Q1039;9
Q1040;1
Q1041;4
Q1042;6
Q1043;4
Q1044;6
Q1045;6
Q1046;4
Q1047;11
Q1048;4
Q1049;5
Q1050;5
Q1051;0
Q1052;0
Q1053;6
Q1054;3
Q1055;53
Q1056;0
Q1057;6
Q1058;3
Q1059;2
Q1060;0
Q1061;2
Q1062;0
Q1063;5
Q1064;1
Q1065;4
Q1066;0
Q1067;7
Q1068;0
Q1069;3
Q1070;1
Q1071;8
Q1072;42
Q1073;2
Q1074;2
Q1075;0
Q1076;0
Q1077;2
Q1078;1
Q1079;2
Q1080;0
Q1081;0
Q1082;0
Q1083;0
Q1084;0
Q1085;5
Q1086;3
Q1087;1
Q1088;3
Q1089;3
Q1090;4
Q1091;4
Q1092;0
Q1093;1
Q1094;2
Q1095;0
Q1096;3
Q1097;2
Q1098;3
Q1099;3
Q1100;7
Q1101;1
Q1102;2
Q1103;8
Q1104;0
Q1105;2
Q1106;7
Q1107;3
Q1108;1
Q1109;1
Q1110;3
Q1111;2
Q1112;5
Q1113;1
Q1114;1
Q1115;2
Q1116;1
Q1118;1
Q1119;2
Q1120;1
Q1121;2
Q1122;1
Q1123;4
Q1124;8
Q1125;2
Q1126;2
Q1127;1
Q1128;1
Q1129;1
Q1130;5
Q1132;1
Q1133;3
Q1136;1
Q1137;0
Q1138;1
Q1139;1
Q1140;1
Q1141;1
Q1142;2
Q1143;0
Q1145;0
Q1146;1
Q1147;0
Q1148;1
Q1149;13
Q1150;2
Q1151;6
Q1152;0
Q1153;1
Q1154;3
Q1155;1
Q1156;1
Q1157;1
Q1158;0
Q1159;4
Q1161;1
Q1162;2
Q1163;1
Q1164;2
Q1165;2
Q1166;1
Q1167;1
Q1168;2
Q1169;0
Q1171;2
Q1172;0
Q1173;0
Q1174;2
Q1175;0
Q1177;2
Q1178;2
Q1179;0
Q1180;1
Q1181;0
Q1183;4
Q1184;2
Q1185;2
Q1186;2
Q1187;2
Q1188;2
Q1189;19
Q1190;0
Q1191;3
Q1192;0
Q1193;2
Q1194;3
Q1195;2
Q1196;2
Q1197;8
Q1198;3
Q1199;1
Q1200;2
Q1201;3
Q1202;7
Q1203;1
Q1204;0
Q1205;3
Q1206;4
Q1207;0
Q1208;3
Q1209;8
Q1210;0
Q1211;0
Q1212;0
Q1213;0
Q1214;0
Q1215;0
Q1216;2
Q1217;0
Q1218;0
Q1219;1
Q1220;3
Q1221;0
Q1222;0
Q1223;0
Q1224;5
Q1225;1
Q1226;1
Q1227;0
Q1228;0
Q1229;2
Q1230;6
Q1231;2
Q1232;3
Q1233;0
Q1234;1
Q1235;0
Q1237;0
Q1238;0
Q1239;2
Q1240;1
Q1241;0
Q1242;0
Q1243;2
Q1245;1
Q1246;1
Q1247;0
Q1248;2
Q1249;2
Q1250;2
Q1251;0
Q1252;2
Q1253;3
Q1254;3
Q1255;0
Q1256;2
Q1257;3
Q1258;1
Q1259;7
Q1260;4
Q1261;0
Q1262;1
Q1263;2
Q1264;4
Q1265;0
Q1266;2
Q1267;2
Q1268;12
Q1269;2
Q1270;3
Q1271;0
Q1272;1
Q1273;2
Q1274;1
Q1275;0
Q1276;9
Q1277;0
Q1278;3
Q1279;1
Q1280;4
Q1281;4
Q1282;0
Q1283;0
Q1284;1
Q1285;0
Q1286;0
Q1287;0
Q1288;0
Q1289;0
Q1290;4
Q1291;1
Q1292;1
Q1293;0
Q1294;0
Q1295;4
Q1296;2
Q1297;6
Q1298;0
Q1299;4
Q1300;0
Q1301;1
Q1302;2
Q1303;1
Q1304;1
Q1305;0
Q1306;1
Q1307;3
Q1308;2
Q1309;0
Q1310;1
Q1311;0
Q1312;0
Q1313;4
Q1314;2
Q1315;2
Q1316;9
Q1317;10
Q1318;0
Q1319;0
Q1320;0
Q1321;8
Q1322;0
Q1323;0
Q1324;0
Q1325;2
Q1326;0
Q1327;0
Q1328;0
Q1329;0
Q1330;0
Q1331;0
Q1332;0
Q1333;0
Q1335;5
Q1336;0
Q1337;2
Q1338;0
Q1339;1
Q1340;4
Q1341;1
Q1342;6
Q1343;0
Q1344;0
Q1345;4
Q1346;1
Q1347;0
Q1348;1
Q1349;0
Q1350;2
Q1351;0
Q1352;3
Q1353;0
Q1354;5
Q1355;4
Q1356;2
Q1357;3
Q1358;4
Q1359;0
Q1360;3
Q1361;1
Q1362;5
Q1363;2
Q1364;4
Q1365;0
Q1366;0
Q1367;0
Q1368;4
Q1370;0
Q1371;0
Q1372;0
Q1373;0
Q1374;0
Q1375;1
Q1376;1
Q1377;0
Q1378;2
Q1379;0
Q1380;4
Q1381;0
Q1382;3
Q1383;1
Q1384;5
Q1385;3
Q1386;2
Q1387;3
Q1388;4
Q1389;0
Q1390;3
Q1391;1
Q1392;0
Q1393;1
Q1394;3
Q1395;2
Q1396;4
Q1397;3
Q1398;4
Q1399;1
Q1400;2
Q1401;2
Q1402;3
Q1403;0
Q1404;0
Q1405;2
Q1406;1
Q1407;3
Q1408;0
Q1409;3
Q1410;1
Q1411;5
Q1412;3
Q1413;3
Q1414;5
Q1415;0
Q1416;1
Q1417;2
Q1418;1
Q1419;1
Q1420;3
Q1421;0
Q1422;4
Q1423;2
Q1424;1
Q1425;0
Q1426;4
Q1427;1
Q1428;1
Q1429;1
Q1430;4
Q1431;0
Q1432;3
Q1433;0
Q1434;1
Q1435;0
Q1436;1
Q1437;2
Q1438;3
Q1439;5
Q1440;1
Q1441;0
Q1442;2
Q1443;0
Q1444;0
Q1445;2
Q1446;1
Q1447;3
Q1448;1
Q1449;2
Q1450;4
Q1451;1
Q1452;2
Q1453;0
Q1454;0
Q1455;1
Q1456;0
Q1457;0
Q1458;0
Q1459;4
Q1460;3
Q1461;3
Q1462;2
Q1463;2
Q1464;3
Q1465;2
Q1466;1
Q1467;0
Q1468;3
Q1469;1
Q1470;1
Q1471;0
Q1472;0
Q1473;0
Q1474;1
Q1475;1
Q1476;4
Q1477;1
Q1478;0
Q1479;11
Q1480;0
Q1481;2
Q1482;0
Q1483;0
Q1484;0
Q1485;1
Q1486;6
Q1487;1
Q1488;2
Q1489;1
Q1490;4
Q1491;1
Q1492;5
Q1493;40
Q1494;0
Q1496;1
Q1497;1
Q1498;2
Q1499;2
Q1500;2
Q1501;2
Q1502;2
Q1503;3
Q1504;0
Q1505;2
Q1506;0
Q1507;0
Q1508;0
Q1509;0
Q1510;1
Q1511;5
Q1512;5
Q1513;0
Q1514;1
Q1515;1
Q1516;0
Q1517;0
Q1518;0
Q1519;4
Q1520;2
Q1521;7
Q1522;0
Q1523;1
Q1524;1
Q1525;1
Q1526;0
Q1527;1
Q1528;0
Q1529;1
Q1530;0
Q1531;0
Q1532;0
Q1533;1
Q1534;0
Q1535;1
Q1536;0
Q1537;0
Q1538;3
Q1539;0
Q1540;0
Q1541;1
Q1542;0
Q1543;5
Q1544;0
Q1545;0
Q1546;0
Q1547;0
Q1548;0
Q1549;1
Q1550;0
Q1551;0
Q1552;0
Q1553;0
Q1554;0
Q1555;1
Q1556;0
Q1557;0
Q1558;0
Q1559;0
Q1560;1
Q1561;4
Q1562;0
Q1563;2
Q1564;1
Q1565;0
Q1566;1
Q1567;0
Q1568;2
Q1569;0
Q1570;0
Q1571;3
Q1572;0
Q1573;0
Q1574;19
Q1575;0
Q1576;0
Q1577;0
Q1578;0
Q1579;4
Q1580;0
Q1581;0
Q1582;0
Q1583;0
Q1584;3
Q1585;3
Q1586;0
Q1587;0
Q1588;0
Q1589;0
Q1591;0
Q1592;0
Q1593;0
Q1594;0
Q1595;0
Q1596;0
Q1597;0
Q1598;0
Q1599;2
Q1600;0
Q1601;1
Q1602;0
Q1603;0
Q1604;0
Q1605;0
Q1606;0
Q1607;1
Q1608;0
Q1609;0
Q1610;2
Q1611;0
Q1612;1
Q1613;0
Q1614;1
Q1615;9
Q1616;0
Q1617;4
Q1618;2
Q1619;0
Q1620;0
Q1621;0
Q1622;3
Q1623;1
Q1624;0
Q1625;1
Q1626;0
Q1627;0
Q1628;1
Q1629;0
Q1630;4
Q1631;2
Q1632;0
Q1633;0
Q1634;0
Q1635;1
Q1636;1
Q1637;0
Q1638;1
Q1639;1
Q1640;0
Q1641;0
Q1642;0
Q1643;0
Q1644;0
Q1645;0
Q1646;2
Q1647;0
Q1648;0
Q1649;0
Q1650;2
Q1651;0
Q1652;0
Q1653;3
Q1654;0
Q1655;0
Q1656;0
Q1657;0
Q1658;0
Q1659;1
Q1660;0
Q1661;0
Q1662;0
Q1663;3
Q1664;0
Q1665;0
Q1666;0
Q1667;0
Q1668;1
Q1669;0
Q1670;0
Q1671;0
Q1672;0
Q1673;1
Q1674;0
Q1675;0
Q1677;0
Q1678;0
Q1679;0
Q1680;0
Q1681;0
Q1682;0
Q1683;0
Q1684;1
Q1685;0
Q1686;0
Q1687;0
Q1688;0
Q1690;0
Q1691;0
Q1692;2
Q1693;1
Q1694;0
Q1695;1
Q1696;0
Q1697;1
Q1698;0
Q1699;0
Q1700;0
Q1701;0
Q1702;0
Q1704;0
Q1705;0
Q1706;0
Q1707;1
Q1708;0
Q1709;0
Q1710;4
Q1711;68
Q1712;0
Q1713;0
Q1714;5
Q1715;0
Q1716;7
Q1717;0
Q1718;3
Q1719;0
Q1720;0
Q1721;0
Q1722;0
Q1723;0
Q1724;0
Q1725;0
Q1726;10
Q1727;5
Q1728;0
Q1729;2
Q1730;0
Q1731;7
Q1732;0
Q1733;2
Q1734;23
Q1735;1
Q1736;0
Q1737;0
Q1738;0
Q1739;0
Q1740;2
Q1741;0
Q1742;0
Q1743;0
Q1744;0
Q1745;0
Q1746;0
Q1747;1
Q1748;1
Q1749;0
Q1750;0
Q1751;0
Q1752;1
Q1753;1
Q1754;3
Q1755;0
Q1757;2
Q1758;0
Q1759;0
Q1760;0
Q1761;3
Q1762;2
Q1763;0
Q1764;0
Q1766;0
Q1767;0
Q1768;0
Q1769;1
Q1770;5
Q1771;0
Q1772;16
Q1773;12
Q1774;0
Q1775;0
Q1776;0
Q1777;1
Q1778;1
Q1779;4
Q1780;33
Q1781;3
Q1782;1
Q1783;0
Q1784;4
Q1785;0
Q1786;0
Q1787;0
Q1788;0
Q1789;0
Q1790;0
Q1791;0
Q1792;3
Q1793;0
Q1794;63
Q1795;0
Q1796;0
Q1797;1
Q1798;0
Q1799;4
Q1800;4
Q1801;4
Q1802;0
Q1803;1
Q1804;2
Q1805;2
Q1806;0
Q1807;0
Q1808;0
Q1809;2
Q1810;0
Q1811;0
Q1812;1
Q1813;0
Q1814;0
Q1815;0
Q1816;0
Q1817;2
Q1818;0
Q1819;1
Q1820;0
Q1821;0
Q1822;0
Q1823;0
Q1824;0
Q1825;0
Q1826;2
Q1827;2
Q1828;0
Q1829;0
Q1830;1
Q1831;0
Q1832;1
Q1833;0
Q1834;0
Q1835;0
Q1836;0
Q1837;0
Q1838;1
Q1839;1
Q1840;0
Q1841;47
Q1842;0
Q1843;3
Q1844;1
Q1845;2
Q1846;3
Q1847;0
Q1848;0
Q1849;3
Q1850;2
Q1851;5
Q1852;0
Q1853;1
Q1854;0
Q1855;1
Q1856;0
Q1857;1
Q1858;2
Q1859;0
Q1860;13
Q1861;1
Q1862;0
Q1863;2
Q1865;4
Q1866;0
Q1867;2
Q1868;1
Q1871;0
Q1872;1
Q1873;0
Q1874;1
Q1875;0
Q1876;2
Q1877;0
Q1878;0
Q1879;3
Q1880;0
Q1881;0
Q1882;2
Q1883;0
Q1884;1
Q1885;7
Q1886;2
Q1888;2
Q1889;0
Q1890;0
Q1891;0
Q1892;2
Q1893;0
Q1894;5
Q1895;2
Q1896;2
Q1897;0
Q1898;2
Q1899;2
Q1900;0
Q1901;1
Q1902;0
Q1903;2
Q1904;5
Q1905;3
Q1906;2
Q1907;0
Q1908;2
Q1909;0
Q1910;2
Q1911;4
Q1912;1
Q1913;0
Q1914;0
Q1915;0
Q1916;3
Q1917;0
Q1918;2
Q1919;0
Q1920;0
Q1921;1
Q1922;0
Q1923;0
Q1924;0
Q1925;2
Q1926;0
Q1927;0
Q1928;0
Q1929;0
Q1930;0
Q1931;0
Q1932;0
Q1933;0
Q1934;0
Q1935;2
Q1936;0
Q1937;0
Q1938;1
Q1939;1
Q1940;10
Q1941;0
Q1942;0
Q1943;0
Q1944;0
Q1945;0
Q1946;0
Q1947;0
Q1948;4
Q1949;1
Q1950;1
Q1951;8
Q1952;5
Q1953;2
Q1954;3
Q1955;0
Q1956;1
Q1957;0
Q1958;0
Q1959;1
Q1960;0
Q1961;1
Q1962;0
Q1963;0
Q1964;1
Q1965;4
Q1966;0
Q1967;0
Q1968;1
Q1969;0
Q1970;0
Q1971;1
Q1972;0
Q1974;4
Q1975;0
Q1976;0
Q1977;0
Q1979;4
Q1980;1
Q1981;0
Q1982;0
Q1983;0
Q1984;0
Q1985;1
Q1986;2
Q1987;1
Q1988;1
Q1989;7
Q1990;3
Q1991;0
Q1992;1
Q1993;12
Q1994;1
Q1995;1
Q1996;1
Q1997;3
Q1998;2
Q1999;2
Q2001;3
Q2002;9
Q2003;4
Q2004;1
Q2005;3
Q2006;0
Q2007;2
Q2008;2
Q2009;4
Q2010;13
Q2011;0
Q2012;1
Q2013;5
Q2014;2
Q2015;0
Q2016;0
Q2017;0
Q2018;2
Q2019;1
Q2020;4
Q2021;1
Q2022;1
Q2023;3
Q2024;2
Q2025;1
Q2026;0
Q2027;1
Q2028;3
Q2029;0
Q2030;0
Q2031;0
Q2032;0
Q2033;0
Q2034;1
Q2035;1
Q2036;0
Q2037;4
Q2038;19
Q2039;0
Q2040;0
Q2041;0
Q2042;4
Q2043;1
Q2044;3
Q2045;1
Q2046;1
Q2047;1
Q2048;1
Q2049;1
Q2050;0
Q2051;0
Q2052;1
Q2053;2
Q2054;1
Q2056;1
Q2057;1
Q2058;2
Q2059;0
Q2060;1
Q2061;1
Q2062;1
Q2063;0
Q2064;1
Q2065;1
Q2066;3
Q2067;1
Q2068;1
Q2069;0
Q2070;1
Q2071;4
Q2072;0
Q2073;0
Q2074;2
Q2075;1
Q2076;1
Q2077;1
Q2078;2
Q2079;4
Q2080;1
Q2081;6
Q2082;1
Q2083;1
Q2084;1
Q2085;3
Q2086;0
Q2087;1
Q2088;2
Q2089;1
Q2090;15
Q2091;3
Q2092;1
Q2093;0
Q2094;1
Q2095;10
Q2096;4
Q2097;0
Q2098;1
Q2099;0
Q2100;2
Q2101;0
Q2102;2
Q2103;3
Q2104;1
Q2105;7
Q2106;1
Q2107;2
Q2108;0
Q2109;0
Q2110;0
Q2111;2
Q2112;4
Q2113;1
Q2114;0
Q2115;8
Q2116;0
Q2117;0
Q2118;2
Q2119;1
Q2120;0
Q2121;0
Q2122;0
Q2123;0
Q2124;2
Q2125;2
Q2126;0
Q2127;0
Q2128;0
Q2129;0
Q2130;0
Q2131;2
Q2132;0
Q2133;0
Q2134;3
Q2135;3
Q2136;2
Q2137;0
Q2138;0
Q2139;0
Q2140;2
Q2141;2
Q2142;1
Q2143;3
Q2144;0
Q2145;2
Q2146;0
Q2147;0
Q2148;0
Q2149;0
Q2150;2
Q2151;2
Q2152;0
Q2153;0
Q2154;0
Q2155;1
Q2156;4
Q2157;1
Q2158;0
Q2159;0
Q2160;0
Q2161;4
Q2162;1
Q2163;0
Q2164;2
Q2165;1
Q2166;0
Q2167;4
Q2168;3
Q2169;1
Q2170;0
Q2171;2
Q2172;2
Q2173;1
Q2174;1
Q2175;0
Q2176;0
Q2177;0
Q2178;0
Q2179;1
Q2180;0
Q2181;0
Q2182;2
Q2183;0
Q2184;0
Q2185;6
Q2186;0
Q2187;0
Q2188;0
Q2189;0
Q2190;3
Q2191;0
Q2192;1
Q2193;0
Q2194;0
Q2195;0
Q2196;2
Q2197;1
Q2198;2
Q2199;1
Q2200;0
